,text,intent
3282,Are there faculty members with experience in organizing academic events?,faculty
3283,How do faculty members support students in career counseling and guidance?,faculty
3284,Can I get information about faculty members' involvement in student clubs and organizations?,faculty
3285,Are there faculty members with expertise in environmental sustainability?,faculty
3286,Can I find information about faculty members' collaborations with other institutions?,faculty
3287,How are faculty members involved in mentoring programs for students?,faculty
3288,Can I get information about faculty members' contributions to open-source projects?,faculty
3289,Are there faculty members with experience in online teaching and learning?,faculty
3290,How do faculty members contribute to the college's academic culture?,faculty
3291,Can I find information about faculty members' involvement in academic committees?,faculty
3292,Are there faculty members with a focus on diversity and inclusion in education?,faculty
3293,How are faculty members involved in promoting research-oriented projects among students?,faculty
3294,Can I find information about faculty members' engagement in educational technology initiatives?,faculty
3295,Are there faculty members with expertise in project-based learning?,faculty
3296,How do faculty members contribute to the college's commitment to community engagement?,faculty
3297,Can I find information about faculty members' engagement in industry-academia collaborations?,faculty
3298,How are faculty members involved in fostering a culture of academic excellence in the college?,faculty
3299,student portal,studentportal
3300,give student portal link,studentportal
3301,student portal?,studentportal
3302,where is student portal,studentportal
3303,NEC student portal,studentportal
3304,how to get student portal,studentportal
3305,where to get fees receipt,studentportal
3306,please provide student portal link,studentportal
3307,where to login,studentportal
3308,Student portal,studentportal
3309,Give the student portal link,studentportal
3310,Student portal?,studentportal
3311,Where is the student portal?,studentportal
3312,NEC student portal,studentportal
3313,How to get to the student portal?,studentportal
3314,Where to get the fees receipt on the student portal?,studentportal
3315,Please provide the student portal link,studentportal
3316,Where to log in to the student portal?,studentportal
3317,How do I access the student portal?,studentportal
3318,What is the link for the student portal login?,studentportal
3319,Where can I find the student portal login page?,studentportal
3320,NEC student login,studentportal
3321,Access student portal,studentportal
3322,Student portal link for NEC,studentportal
3323,Is there a specific website for the student portal?,studentportal
3324,NEC student services portal,studentportal
3325,What information is available on the student portal?,studentportal
3326,How can I retrieve my login details for the student portal?,studentportal
3327,Where can I reset my student portal password?,studentportal
3328,Can I change my student portal password?,studentportal
3329,Student portal assistance,studentportal
3330,Where can I find my grades on the student portal?,studentportal
3331,How to check attendance on the student portal?,studentportal
3332,Is there a mobile app for the student portal?,studentportal
3333,NEC student portal mobile access,studentportal
3334,Where to find academic resources on the student portal?,studentportal
3335,How do I update my personal information on the student portal?,studentportal
3336,NEC student portal user guide,studentportal
3337,Where can I get technical support for the student portal?,studentportal
3338,What services are available on the student portal dashboard?,studentportal
3339,How do I navigate the student portal?,studentportal
3340,Where can I find important announcements on the student portal?,studentportal
3341,Can I access the student portal from off-campus?,studentportal
3342,How often is information updated on the student portal?,studentportal
3343,NEC student portal login issues,studentportal
3344,Is there a tutorial for using the student portal?,studentportal
3345,How to submit assignments through the student portal?,studentportal
3346,NEC student portal registration process,studentportal
3347,Where can I find my course schedule on the student portal?,studentportal
3348,How to view class rosters on the student portal?,studentportal
3349,NEC student portal notifications,studentportal
3350,Can I print documents from the student portal?,studentportal
3351,How to apply for leave through the student portal?,studentportal
3352,NEC student portal password recovery,studentportal
3353,Is there a limit to the number of devices I can use to access the student portal?,studentportal
3354,How to pay fees through the student portal?,studentportal
3355,NEC student portal privacy settings,studentportal
3356,Can I customize my homepage on the student portal?,studentportal
3357,How to view my financial transactions on the student portal?,studentportal
3358,NEC student portal support team,studentportal
3359,Can I access the student portal on a tablet or smartphone?,studentportal
3360,How to download academic documents from the student portal?,studentportal
3361,NEC student portal account creation,studentportal
3362,What is the procedure for accessing the student portal after admission?,studentportal
3363,How to access library resources through the student portal?,studentportal
3364,NEC student portal troubleshooting,studentportal
3365,Can I access the student portal during maintenance periods?,studentportal
3366,How to request transcripts through the student portal?,studentportal
3367,NEC student portal login security,studentportal
3368,Where can I find information on scholarships through the student portal?,studentportal
3369,How to update contact information on the student portal?,studentportal
3370,NEC student portal terms and conditions,studentportal
3371,Can I register for courses through the student portal?,studentportal
3372,How to access the student portal from different browsers?,studentportal
3373,NEC student portal feedback and suggestions,studentportal
3374,Is there a step-by-step guide for using the student portal?,studentportal
3375,How to check exam schedules on the student portal?,studentportal
3376,NEC student portal privacy policy,studentportal
3377,Where to find information about campus events on the student portal?,studentportal
3378,How to access the student portal on a public computer?,studentportal
3379,NEC student portal account security tips,studentportal
3380,Is there a deadline for accessing results on the student portal?,studentportal
3381,How to access the student portal from a mobile browser?,studentportal
3382,NEC student portal mobile app availability,studentportal
3383,How to update emergency contact information on the student portal?,studentportal
3384,NEC student portal data protection measures,studentportal
3385,Where to find the academic calendar on the student portal?,studentportal
3386,How to request letters of recommendation through the student portal?,studentportal
3387,NEC student portal account recovery process,studentportal
3388,Can I access the student portal if I forget my username?,studentportal
3389,How to print an unofficial transcript from the student portal?,studentportal
3390,NEC student portal data encryption,studentportal
3391,Where to find career resources on the student portal?,studentportal
3392,How to view exam results on the student portal?,studentportal
3393,NEC student portal password policy,studentportal
3394,Can I access the student portal through a virtual private network (VPN)?,studentportal
3395,How to report issues with the student portal?,studentportal
3396,NEC student portal accessibility features,studentportal
3397,How to submit a support ticket for student portal assistance?,studentportal
3398,Can I access the student portal after graduation?,studentportal
3399,faculty portal,facultyportal
3400,give student faculty link,facultyportal
3401,faculty portal?,facultyportal
3402,where is faculty portal,facultyportal
3403,NEC fcaulty portal,facultyportal
3404,how to get faculty portal,facultyportal
3405,please provide faculty portal link,facultyportal
3406,Faculty portal,facultyportal
3407,Give the faculty portal link,facultyportal
3408,Faculty portal?,facultyportal
3409,Where is the faculty portal?,facultyportal
3410,NEC faculty portal,facultyportal
3411,How to get to the faculty portal?,facultyportal
3412,Please provide the faculty portal link,facultyportal
3413,Where to log in to the faculty portal?,facultyportal
3414,How do I access the faculty portal?,facultyportal
3415,What is the link for the faculty portal login?,facultyportal
3416,Where can I find the faculty portal login page?,facultyportal
3417,NEC faculty login,facultyportal
3418,Access faculty portal,facultyportal
3419,Faculty portal link for NEC,facultyportal
3420,Is there a specific website for the faculty portal?,facultyportal
3421,NEC faculty services portal,facultyportal
3422,What information is available on the faculty portal?,facultyportal
3423,How can I retrieve my login details for the faculty portal?,facultyportal
3424,Where can I reset my faculty portal password?,facultyportal
3425,Can I change my faculty portal password?,facultyportal
3426,Faculty portal assistance,facultyportal
3427,Where can I find academic resources on the faculty portal?,facultyportal
3428,How do I update my personal information on the faculty portal?,facultyportal
3429,NEC faculty portal user guide,facultyportal
3430,Where can I get technical support for the faculty portal?,facultyportal
3431,What services are available on the faculty portal dashboard?,facultyportal
3432,How do I navigate the faculty portal?,facultyportal
3433,Can I access the faculty portal from off-campus?,facultyportal
3434,How often is information updated on the faculty portal?,facultyportal
3435,NEC faculty portal login issues,facultyportal
3436,Is there a tutorial for using the faculty portal?,facultyportal
3437,How to submit grades through the faculty portal?,facultyportal
3438,NEC faculty portal registration process,facultyportal
3439,Where can I find my course schedule on the faculty portal?,facultyportal
3440,How to view class rosters on the faculty portal?,facultyportal
3441,NEC faculty portal notifications,facultyportal
3442,Can I print documents from the faculty portal?,facultyportal
3443,How to apply for leave through the faculty portal?,facultyportal
3444,NEC faculty portal password recovery,facultyportal
3445,Is there a limit to the number of devices I can use to access the faculty portal?,facultyportal
3446,How to upload course materials to the faculty portal?,facultyportal
3447,NEC faculty portal privacy settings,facultyportal
3448,Can I customize my homepage on the faculty portal?,facultyportal
3449,How to view my financial transactions on the faculty portal?,facultyportal
3450,NEC faculty portal support team,facultyportal
3451,Can I access the faculty portal on a tablet or smartphone?,facultyportal
3452,How to download academic documents from the faculty portal?,facultyportal
3453,NEC faculty portal account creation,facultyportal
3454,What is the procedure for accessing the faculty portal after hiring?,facultyportal
3455,How to access library resources through the faculty portal?,facultyportal
3456,NEC faculty portal troubleshooting,facultyportal
3457,Can I access the faculty portal during maintenance periods?,facultyportal
3458,How to update contact information on the faculty portal?,facultyportal
3459,NEC faculty portal terms and conditions,facultyportal
3460,Can I register for courses through the faculty portal?,facultyportal
3461,How to access the faculty portal from different browsers?,facultyportal
3462,NEC faculty portal feedback and suggestions,facultyportal
3463,Is there a step-by-step guide for using the faculty portal?,facultyportal
3464,How to view student progress on the faculty portal?,facultyportal
3465,NEC faculty portal privacy policy,facultyportal
3466,Where to find information about campus events on the faculty portal?,facultyportal
3467,How to access the faculty portal on a public computer?,facultyportal
3468,NEC faculty portal account security tips,facultyportal
3469,How to view the academic calendar on the faculty portal?,facultyportal
3470,Can I access the faculty portal if I forget my username?,facultyportal
3471,How to print class rosters from the faculty portal?,facultyportal
3472,NEC faculty portal data protection measures,facultyportal
3473,Where to find career resources on the faculty portal?,facultyportal
3474,How to view class schedules on the faculty portal?,facultyportal
3475,NEC faculty portal account recovery process,facultyportal
3476,Can I access the faculty portal if I am on sabbatical?,facultyportal
3477,How to access the faculty portal through a virtual private network (VPN)?,facultyportal
3478,NEC faculty portal accessibility features,facultyportal
3479,How to submit a support ticket for faculty portal assistance?,facultyportal
3480,Can I access the faculty portal after retirement?,facultyportal
3481,How to post announcements on the faculty portal?,facultyportal
3482,NEC faculty portal password policy,facultyportal
3483,Where to find information about faculty development on the faculty portal?,facultyportal
3484,How to upload research publications to the faculty portal?,facultyportal
3485,NEC faculty portal data encryption,facultyportal
3486,Can I access the faculty portal on a Mac computer?,facultyportal
3487,How to view student transcripts on the faculty portal?,facultyportal
3488,NEC faculty portal account termination process,facultyportal
3489,Where to find information about faculty meetings on the faculty portal?,facultyportal
3490,How to access the faculty portal on a shared computer?,facultyportal
3491,NEC faculty portal login security,facultyportal
3492,How to upload videos for online courses on the faculty portal?,facultyportal
3493,NEC faculty portal faculty lounge access,facultyportal
3494,How to submit support requests for faculty portal issues?,facultyportal
3495,NEC faculty portal faculty development opportunities,facultyportal
3496,How to view faculty directories on the faculty portal?,facultyportal
3497,NEC faculty portal faculty handbook access,facultyportal
3498,How to access faculty feedback on the faculty portal?,facultyportal
3499,sports and games,sports
3500,give sports details,sports
3501,nec sports facilities,sports
3502,sports infrastructure,sports
3503,please provide sports and games information,sports
3504,Sports week,sports
3505,sports facilities,sports
3506,NEC sports facilities,sports
3507,What are the sports conducted?,sports
3508,How can I be the part of sports ?,sports
3509,What to do to play in sports?,sports
3510,How can I get the notices about sports?,sports
3511,Does this college organize sports,sports
3512,When is sports activities conducted ?,sports
3513, online sports exist or not ? ,sports
3514,what types of games can i play in nec?,sports
3515,what type of sports is available in nec?,sports
3516,i want to know about list of games availabe in nec,sports
3517,When is the sports week is conducted?,sports
3518,information about sports,sports
3519,please provide sports and games information,sports
3520,Sports and games,sports
3521,Give sports details,sports
3522,NEC sports facilities,sports
3523,Sports infrastructure,sports
3524,Please provide sports and games information,sports
3525,Sports week,sports
3526,Sports facilities,sports
3527,NEC sports facilities,sports
3528,What sports are conducted?,sports
3529,How can I be a part of sports?,sports
3530,What do I need to do to play sports?,sports
3531,How can I get notices about sports?,sports
3532,Does this college organize sports events?,sports
3533,When are sports activities conducted?,sports
3534,Do online sports exist?,sports
3535,What types of games can I play at NEC?,sports
3536,What types of sports are available in NEC?,sports
3537,I want to know the list of games available in NEC.,sports
3538,When is the sports week conducted?,sports
3539,Information about sports,sports
3540,Please provide sports and games information,sports
3541,Can you tell me about the college's sports culture?,sports
3542,Is there a dedicated sports department?,sports
3543,How can I join the college sports team?,sports
3544,Are there intramural sports leagues?,sports
3545,What are the facilities available for outdoor sports?,sports
3546,Are there indoor sports facilities in the college?,sports
3547,Can I use sports equipment on campus?,sports
3548,How often are sports tournaments organized?,sports
3549,Are there specific timings for using sports facilities?,sports
3550,Is there a sports registration process?,sports
3551,Can I participate in multiple sports at the same time?,sports
3552,How is the college supporting sports development?,sports
3553,Are there sports scholarships available for students?,sports
3554,What is the process for organizing sports events?,sports
3555,How can I suggest new sports activities for the college?,sports
3556,Are there sports clubs or teams for different games?,sports
3557,Can students organize their own sports events?,sports
3558,Are there fitness programs or classes in the college?,sports
3559,How can I get involved in sports coaching?,sports
3560,Are there recreational sports options for casual players?,sports
3561,Can I reserve sports facilities for personal use?,sports
3562,How can I stay informed about upcoming sports events?,sports
3563,Is there a sports calendar available for reference?,sports
3564,Can I bring my own sports equipment to the college?,sports
3565,Are there sports competitions between departments or courses?,sports
3566,How are sports achievements recognized in the college?,sports
3567,Are there sports carnivals or festivals organized?,sports
3568,Can I request specific sports equipment for a game?,sports
3569,Are there sports camps or training sessions during breaks?,sports
3570,How are sports teams selected in the college?,sports
3571,Can I organize a charity sports event on campus?,sports
3572,Are there intercollegiate sports competitions?,sports
3573,What safety measures are in place during sports activities?,sports
3574,How is sportsmanship encouraged in the college?,sports
3575,Can I participate in sports if I am not part of a team?,sports
3576,Are there sports scholarships for exceptional athletes?,sports
3577,What is the procedure for reporting sports injuries?,sports
3578,Can students propose new sports facilities on campus?,sports
3579,How are sports facilities maintained in the college?,sports
3580,Are there sports exhibitions or showcases?,sports
3581,Can I attend sports events as a spectator?,sports
3582,How can I volunteer for organizing sports events?,sports
3583,Are there sports leagues for different skill levels?,sports
3584,Can I access sports facilities during weekends?,sports
3585,How can I check my sports performance records?,sports
3586,Are there awards for outstanding sports achievements?,sports
3587,Can I suggest new sports activities for the curriculum?,sports
3588,How are sports teams funded in the college?,sports
3589,Can I use sports facilities during semester breaks?,sports
3590,How can I contribute to the college's sports community?,sports
3591,Are there fitness assessments available for students?,sports
3592,Can I bring guests to use sports facilities?,sports
3593,How is the college promoting inclusivity in sports?,sports
3594,Can I request additional sports equipment for an event?,sports
3595,How are sports disputes or conflicts resolved?,sports
3596,Can I organize an inter-batch sports competition?,sports
3597,How can I get involved in organizing sports workshops?,sports
3598,Are there opportunities for alumni to participate in sports activities?,sports
3599,fests,fest
3600,is there any college fest that nec organize?,fest
3601,euforia,fest
3602,tech euforia,fest
3603,NEC fests,fest
3604,i want to know information about college fests,fest
3605,please provide fests information,fest
3606,i want to know about fests ,fest
3607,tell me about college fests,fest
3608,tell me about tech euforia,fest
3609,please provide euforia information,fest
3610,please provide nec ingenium details,fest
3611,tech euforia details,fest
3612,what type of fests did nec organize?,fest
3613,what are the fest that college organize?,fest
3614,give me fests details,fest
3615,fests?,fest
3616,Fests,fest
3617,Is there any college fest that NEC organizes?,fest
3618,Euforia,fest
3619,Tech Euforia,fest
3620,NEC fests,fest
3621,I want to know information about college fests,fest
3622,Please provide fests information,fest
3623,I want to know about fests,fest
3624,Tell me about college fests,fest
3625,Tell me about Tech Euforia,fest
3626,Please provide Euforia information,fest
3627,Please provide NEC Ingenium details,fest
3628,Tech Euforia details,fest
3629,What type of fests does NEC organize?,fest
3630,What are the fests that the college organizes?,fest
3631,Give me fests details,fest
3632,Fests?,fest
3633,Are there any cultural festivals organized by the college?,fest
3634,How many fests are organized in a year?,fest
3635,Can you list the major fests held at NEC?,fest
3636,Tell me about the annual college fest.,fest
3637,Are there specific fests for different departments?,fest
3638,What is the duration of the college fests?,fest
3639,Can students from different courses participate in fests?,fest
3640,Are there competitions held during the fests?,fest
3641,How can I participate in organizing college fests?,fest
3642,Is there a theme for the college fests?,fest
3643,What is the significance of Tech Euforia?,fest
3644,Are there any entrance fees for attending college fests?,fest
3645,Can I volunteer for organizing college fests?,fest
3646,Tell me about the sponsors for NEC fests.,fest
3647,How are fests promoted within the college community?,fest
3648,Is there a specific fest for arts and cultural activities?,fest
3649,Can students propose new ideas for college fests?,fest
3650,What is the budget allocated for organizing fests?,fest
3651,Are there celebrity performances during college fests?,fest
3652,Tell me about the cultural events in Tech Euforia.,fest
3653,Are there any hackathons organized during fests?,fest
3654,Can I showcase my talents during college fests?,fest
3655,How can I register for participating in fests?,fest
3656,Tell me about the competitions in Euforia.,fest
3657,Are there workshops conducted as part of fests?,fest
3658,What is the history of NEC Ingenium?,fest
3659,Can students from different years participate in fests?,fest
3660,Is there a fest for showcasing academic projects?,fest
3661,Tell me about the food stalls during college fests.,fest
3662,Can I participate in multiple events during fests?,fest
3663,Are there any cultural nights as part of college fests?,fest
3664,How can I get updates on upcoming college fests?,fest
3665,Tell me about the social media presence of college fests.,fest
3666,Are there any panel discussions organized during fests?,fest
3667,Can I suggest new themes for upcoming college fests?,fest
3668,What is the dress code for college fests?,fest
3669,Tell me about the prize distribution in Tech Euforia.,fest
3670,Can I bring guests to attend college fests?,fest
3671,Are there any international collaborations for fests?,fest
3672,How are fests aligned with the college's vision?,fest
3673,Can I participate in fests if I am not from NEC?,fest
3674,Tell me about the cultural performances in Euforia.,fest
3675,Are there any special discounts during college fests?,fest
3676,How can alumni contribute to organizing college fests?,fest
3677,Tell me about the student clubs involved in fests.,fest
3678,Can I suggest improvements for future college fests?,fest
3679,Are there any after-parties following college fests?,fest
3680,How can I participate in the planning committee for fests?,fest
3681,Tell me about the art and craft exhibitions in fests.,fest
3682,Can I volunteer for organizing specific fest events?,fest
3683,What is the impact of fests on the college community?,fest
3684,Are there any collaborations with other colleges for fests?,fest
3685,How are the themes for college fests decided?,fest
3686,Tell me about the collaborations with industry partners for fests.,fest
3687,Can I showcase my startup during college fests?,fest
3688,What is the role of faculty in organizing college fests?,fest
3689,Are there any special editions of fests for anniversaries?,fest
3690,How are college fests aligned with the academic curriculum?,fest
3691,Can I suggest new event formats for college fests?,fest
3692,Tell me about the cultural heritage events in fests.,fest
3693,Are there any environmental initiatives during college fests?,fest
3694,How are college fests promoted beyond the campus?,fest
3695,Can I get a pass for attending all events during fests?,fest
3696,Tell me about the collaborations with local businesses for fests.,fest
3697,Can I attend fests if I am on a study break or internship?,fest
3698,How are college fests inclusive of diverse talents and interests?,fest
3699,who is bishowdep?,other
3700,What is the capital of Iceland?,other
3701,Have you ever tried bungee jumping?,other
3702,How many continents are there on Earth?,other
3703,Do you prefer coffee or tea?,other
3704,What's your favorite season?,other
3705,Have you ever been to a live concert?,other
3706,"If you could have any superpower, what would it be?",other
3707,Pineapple on pizza: yes or no?,other
3708,What's your go-to comfort food?,other
3709,Have you ever learned to play a musical instrument?,other
3710,Do you enjoy stargazing?,other
3711,What's your favorite childhood cartoon?,other
3712,"If you could time travel, which era would you visit?",other
3713,What's your most-used emoji?,other
3714,Do you believe in aliens?,other
3715,What's the last book you read?,other
3716,Beach vacation or mountain retreat?,other
3717,Do you have a favorite board game?,other
3718,What's your all-time favorite movie quote?,other
3719,Have you ever tried sushi?,other
3720,What's the weirdest food combination you enjoy?,other
3721,"If you could meet any historical figure, who would it be?",other
3722,Do you have a favorite workout routine?,other
3723,What's your opinion on virtual reality?,other
3724,Have you ever been on a hot air balloon ride?,other
3725,Do you collect anything?,other
3726,What's your favorite type of dessert?,other
3727,Are you a morning person or a night owl?,other
3728,What's your dream travel destination?,other
3729,"If you could have dinner with any celebrity, who would it be?",other
3730,What's the last thing you binge-watched?,other
3731,Do you believe in luck?,other
3732,What's your favorite type of cuisine?,other
3733,Have you ever been to a film festival?,other
3734,Cats or dogs?,other
3735,What's your favorite way to relax?,other
3736,"If you could have any job for a day, what would it be?",other
3737,What's your favorite type of weather?,other
3738,Do you enjoy gardening?,other
3739,"If you could invent a new flavor of ice cream, what would it be?",other
3740,What's your most treasured possession?,other
3741,Do you have a favorite quote?,other
3742,What's your favorite childhood memory?,other
3743,Are you a fan of musicals?,other
3744,What's your preferred mode of transportation?,other
3745,"If you could have dinner with a fictional character, who would it be?",other
3746,Do you have any hidden talents?,other
3747,What's your favorite type of art?,other
3748,Are you a fan of spicy food?,other
3749,What's your zodiac sign?,other
3750,Do you enjoy solving puzzles?,other
3751,"If you could have any animal as a pet, what would it be?",other
3752,Do you have a favorite app on your phone?,other
3753,What's your stance on pineapple as a pizza topping?,other
3754,Do you have a favorite holiday tradition?,other
3755,"If you could learn any language instantly, which would it be?",other
3756,What's the last thing you Googled?,other
3757,Do you believe in ghosts?,other
3758,What's your favorite type of cheese?,other
3759,"If you could be any fictional character for a day, who would it be?",other
3760,Are you a fan of roller coasters?,other
3761,What's your favorite type of shoe?,other
3762,Do you enjoy cooking?,other
3763,"If you could witness any historical event, what would it be?",other
3764,What's your favorite color?,other
3765,Are you a fan of poetry?,other
3766,"If you could be proficient in any sport, which would it be?",other
3767,What's your preferred social media platform?,other
3768,Do you have a favorite childhood toy?,other
3769,What's your go-to karaoke song?,other
3770,"If you could have any job title, what would it be?",other
3771,Do you enjoy hiking?,other
3772,What's your favorite genre of music?,other
3773,"If you could have any car, what would it be?",other
3774,Do you believe in astrology?,other
3775,What's your favorite type of tree?,other
3776,Are you a fan of science fiction?,other
3777,"If you could have any type of pet, mythical or real, what would it be?",other
3778,Do you have a favorite board game?,other
3779,What's your favorite type of chocolate?,other
3780,"If you could live in any fictional world, where would it be?",other
3781,What's your favorite type of flower?,other
3782,Do you enjoy attending live performances?,other
3783,"If you could have any historical artifact, what would it be?",other
3784,What's your favorite type of dance?,other
3785,Are you a fan of museums?,other
3786,"If you could meet any living person, who would it be?",other
3787,Do you have a favorite type of cloud?,other
3788,What's your favorite type of cookie?,other
3789,"If you could have any exotic pet, what would it be?",other
3790,Do you enjoy watching documentaries?,other
3791,What's your favorite type of weather phenomenon?,other
3792,"If you could visit any fictional land from a book, where would it be?",other
3793,What's your favorite type of pasta?,other
3794,Do you have a favorite type of hat?,other
3795,"If you could have any job in the world, regardless of qualifications, what would it be?",other
3796,What's your favorite type of bird?,other
3797,Do you enjoy attending comedy shows?,other
3798,"If you could have any dessert right now, what would it be?",other
3799,Nec is affiliated to which university,universityaffiliation
3800,In which university nec is affiliated to?,universityaffiliation
3801,is nec is affiliated to pokhara university?,universityaffiliation
3802,Under which university nec provide graduation?,universityaffiliation
3803,How can I tranfer the college after passing university exam of PU,universityaffiliation
3804,Never is related to which university ,universityaffiliation
3805,Is nec is affiliated to tu?,universityaffiliation
3806,University,universityaffiliation
3807,NEC is affiliated to which university?,universityaffiliation
3808,In which university is NEC affiliated to?,universityaffiliation
3809,Is NEC affiliated to Pokhara University?,universityaffiliation
3810,Under which university does NEC provide graduation?,universityaffiliation
3811,How can I transfer to another college after passing the university exam of PU?,universityaffiliation
3812,Is NEC related to Pokhara University?,universityaffiliation
3813,Is NEC affiliated to TU (Tribhuvan University)?,universityaffiliation
3814,Which university is associated with NEC?,universityaffiliation
3815,In what university is NEC enrolled?,universityaffiliation
3816,What is the university affiliation of NEC?,universityaffiliation
3817,Is Nepal Engineering College affiliated to any university?,universityaffiliation
3818,Under which university does NEC operate?,universityaffiliation
3819,NEC falls under the affiliation of which university?,universityaffiliation
3820,What is the university linkage of NEC?,universityaffiliation
3821,Which university does NEC follow for its academic programs?,universityaffiliation
3822,In which university does NEC hold its academic status?,universityaffiliation
3823,Does NEC have ties with any university?,universityaffiliation
3824,Which university governs NEC's academic structure?,universityaffiliation
3825,To which university is NEC answerable?,universityaffiliation
3826,Is there a specific university that NEC is affiliated to?,universityaffiliation
3827,NEC's university affiliation?,universityaffiliation
3828,Which university grants degrees to NEC graduates?,universityaffiliation
3829,Under the jurisdiction of which university does NEC fall?,universityaffiliation
3830,NEC's academic ties - which university?,universityaffiliation
3831,To which university does NEC submit its academic reports?,universityaffiliation
3832,Does NEC follow the curriculum of any specific university?,universityaffiliation
3833,What is the primary university for NEC?,universityaffiliation
3834,NEC and its university affiliation?,universityaffiliation
3835,In collaboration with which university does NEC operate?,universityaffiliation
3836,Is there a specific university logo for NEC?,universityaffiliation
3837,Under whose university does NEC function?,universityaffiliation
3838,NEC's academic partner university?,universityaffiliation
3839,NEC and its academic connection to which university?,universityaffiliation
3840,In what university framework does NEC operate?,universityaffiliation
3841,To which university is NEC registered?,universityaffiliation
3842,Which university governs NEC's academic standards?,universityaffiliation
3843,NEC's academic recognition from which university?,universityaffiliation
3844,Does NEC have a sole university affiliation?,universityaffiliation
3845,Which university is responsible for NEC's accreditation?,universityaffiliation
3846,Under the umbrella of which university does NEC come?,universityaffiliation
3847,In affiliation with which university does NEC function?,universityaffiliation
3848,Is there a specific university code for NEC?,universityaffiliation
3849,NEC and its university collaboration?,universityaffiliation
3850,NEC's university accreditation details?,universityaffiliation
3851,Which university's guidelines does NEC follow?,universityaffiliation
3852,NEC's academic alignment with which university?,universityaffiliation
3853,What is NEC's relationship with its affiliated university?,universityaffiliation
3854,NEC's university association?,universityaffiliation
3855,Does NEC operate under a university charter?,universityaffiliation
3856,NEC's academic ties to which university?,universityaffiliation
3857,"In terms of university affiliation, which one does NEC have?",universityaffiliation
3858,NEC and its academic standing with which university?,universityaffiliation
3859,Is there a specific university logo associated with NEC?,universityaffiliation
3860,NEC's connection to which university?,universityaffiliation
3861,Which university governs NEC's academic policies?,universityaffiliation
3862,Under whose authority does NEC operate academically?,universityaffiliation
3863,NEC's university linkage for degree programs?,universityaffiliation
3864,What is NEC's university identification?,universityaffiliation
3865,NEC and its university academic alignment?,universityaffiliation
3866,Which university has recognized NEC academically?,universityaffiliation
3867,NEC's academic partnership with which university?,universityaffiliation
3868,In collaboration with which university does NEC operate academically?,universityaffiliation
3869,What university governs NEC's academic affairs?,universityaffiliation
3870,NEC's university acknowledgment for academic programs?,universityaffiliation
3871,NEC's academic accreditation from which university?,universityaffiliation
3872,Which university regulates NEC's academic curriculum?,universityaffiliation
3873,Under the academic jurisdiction of which university does NEC fall?,universityaffiliation
3874,NEC's university connection for educational standards?,universityaffiliation
3875,What university affiliation is associated with NEC?,universityaffiliation
3876,NEC's academic recognition from a specific university?,universityaffiliation
3877,To which university does NEC report academically?,universityaffiliation
3878,NEC's academic association with which university?,universityaffiliation
3879,In partnership with which university does NEC operate academically?,universityaffiliation
3880,Which university endorses NEC's academic framework?,universityaffiliation
3881,NEC's academic collaboration with a specific university?,universityaffiliation
3882,NEC's university affiliation for degree programs?,universityaffiliation
3883,Under the umbrella of which university does NEC function academically?,universityaffiliation
3884,NEC and its academic tie-up with which university?,universityaffiliation
3885,Which university has granted academic recognition to NEC?,universityaffiliation
3886,NEC's academic standing with which university?,universityaffiliation
3887,NEC's university accreditation for academic programs?,universityaffiliation
3888,In collaboration with which university does NEC offer its courses?,universityaffiliation
3889,Which university sets the academic standards for NEC?,universityaffiliation
3890,NEC's university association for academic excellence?,universityaffiliation
3891,Under the academic authority of which university does NEC operate?,universityaffiliation
3892,NEC's university acknowledgment for educational offerings?,universityaffiliation
3893,NEC's academic collaboration with a specific university?,universityaffiliation
3894,In alignment with which university does NEC offer its academic programs?,universityaffiliation
3895,Which university is responsible for NEC's academic guidelines?,universityaffiliation
3896,NEC's academic affiliation with a specific university?,universityaffiliation
3897,NEC's university accreditation for academic courses?,universityaffiliation
3898,Under the academic umbrella of which university does NEC fall?,universityaffiliation
3899,Is there any medical facility?,medical
3900,Is there any ambulance on college?,medical
3901,What kind of first aid facility is there ?,medical
3902,What if anyone got injured in college area ?,medical
3903,How will the college respond if any serious injury case occur ?,medical
3904,Do the college look after the medically weak student ?,medical
3905,Does the college conduct blood donation camp?,medical
3906,Medical facilities ,medical
3907,Health facilities ,medical
3908,Anyone got sick in college then what to do ,medical
3909,is there any medical facilites in college?,medical
3910,Is there any clinic ?,medical
3911,Is there any doctor available ?,medical
3912,How many nurses are there in nec clinic?,medical
3913,Is the medical facilities good there ? ,medical
3914,is nec have ambulance?,medical
3915,Is the medicine is of good quality ? ,medical
3916,Can I trust the health facilities available?,medical
3917,what if someone got injuried during college time?,medical
3918,how student treat there wounds?,medical
3919,Is there any medical facility on campus?,medical
3920,Is there an ambulance service available at the college?,medical
3921,What kind of first aid facilities are provided?,medical
3922,How does the college respond to injuries on campus?,medical
3923,"In case of a serious injury, what is the college's protocol?",medical
3924,Does the college provide support for medically weak students?,medical
3925,Are there any blood donation camps organized by the college?,medical
3926,What are the medical facilities like on campus?,medical
3927,Are there health facilities available for students?,medical
3928,What should one do if they get sick on campus?,medical
3929,Is there a dedicated clinic within the college premises?,medical
3930,Are there any doctors available on-site?,medical
3931,How many nurses are employed at the NEC clinic?,medical
3932,Are the medical facilities at NEC considered good?,medical
